fact_check_id,claim,instances,title
49421,"('Egy magazin gyászrovata azt mutatja, hogy több pilóta halt meg, amióta oltások vannak', 'A magazine obituary shows that more pilots have died since vaccines have been available', [('hun', 1.0)])","[(1642784460.0, 'https://tenykerdes.afp.com/doc.afp.com.9WR3EM#f9d7e824ddac80a92314a277d4a48d1b')]","('Ez a gyászrovat egy amerikai magazinból nem bizonyítja, hogy az oltások óta több pilóta halt volna meg az Egyesült Államokban', 'This obituary from an American magazine does not prove that more pilots have died in the United States since vaccinations', [('hun', 1.0)])"
54546,"('Este vídeo mostra uma campanha de conscientização contra o novo coronavírus no Paraguai', 'This video shows an awareness campaign against the new coronavirus in Paraguay', [('por', 1.0)])","[(1588885680.0, 'https://checamos.afp.com/o-video-de-agentes-imitando-o-meme-do-caixao-foi-gravado-na-colombia-e-nao-no-paraguai#dd9f17c595b1c31caeaad1f6bfc6e128')]","('O vídeo de agentes imitando o “meme do caixão” foi gravado na Colômbia, e não no Paraguai', 'Video of agents imitating the “coffin meme” was recorded in Colombia, not Paraguay', [('por', 1.0)])"
45669,"('Dieses Foto zeigt den Angreifer aus Würzburg', 'This photo shows the attacker from Würzburg', [('deu', 1.0)])","[(1626432180.0, 'https://faktencheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9F64LR-1#9a6fa9d7f284731509d2b49cb64b9de5')]","('Nein, dieses Foto zeigt nicht den Angreifer von Würzburg', 'No, this photo does not show the attacker from Würzburg', [('deu', 1.0)])"
109828,"('Price of plywood is up due to stores using it for protection', 'Price of plywood is up due to stores using it for protection', [('eng', 1.0)])","[(1619206020.0, 'https://factcheck.afp.com/plywood-price-due-high-construction-demand-not-protests#288bb2c7f618660c8df2d756a5598170')]","('Plywood price up due to high construction demand, not protests', 'Plywood price up due to high construction demand, not protests', [('eng', 1.0)])"
29851,"('Bebé llora con covid-19', 'Baby cries with covid-19', [('spa', 1.0)])","[(1604510580.0, 'https://factual.afp.com/la-bebe-con-una-mascarilla-nasal-de-este-video-tiene-una-enfermedad-degenerativa-no-covid-19#f1badb4ca9d6e7621932ca399cede8eb')]","('La bebé con una mascarilla nasal de este video tiene una enfermedad degenerativa, no covid-19', 'The baby with a nasal mask in this video has a degenerative disease, not covid-19', [('spa', 1.0)])"
39886,"('Congress gave itself a 21 percent raise in 2022', 'Congress gave itself a 21 percent raise in 2022', [('eng', 1.0)])","[(1647548340.0, 'https://factcheck.afp.com/doc.afp.com.326D26Y#4900e16d2b64c27f36c21c448930869c')]","('No pay raise for US lawmakers in 2022 spending package', 'No pay raise for US lawmakers in 2022 spending package', [('eng', 1.0)])"
104009,"('Photo shows a 2015 visit by then-US president Barack Obama, infectious diseases expert Dr. Anthony Fauci and philanthropist Melinda Gates to a laboratory in China’s Wuhan', 'Photo shows a 2015 visit by then-US president Barack Obama, infectious diseases expert Dr. Anthony Fauci and philanthropist Melinda Gates to a laboratory in China’s Wuhan', [('eng', 1.0)])","[(1595029380.0, 'https://factcheck.afp.com/photo-shows-obama-and-fauci-visiting-lab-us-not-china#871de8e14f1ccdc97ea73bc1ecd11fec')]","('Photo shows Obama and Fauci visiting a lab in the US, not China', 'Photo shows Obama and Fauci visiting a lab in the US, not China', [('eng', 1.0)])"
132307,"('This video shows Indian Prime Minister Narendra Modi practicing yoga in his youth', 'This video shows Indian Prime Minister Narendra Modi practicing yoga in his youth', [('eng', 1.0)])","[(1606711440.0, 'https://factcheck.afp.com/video-actually-shows-renowned-indian-yoga-teacher-bks-iyengar#7301bd2842c7e36acb9d75b7fe62087a')]","('This video actually shows renowned Indian yoga teacher B.K.S Iyengar', 'This video actually shows renowned Indian yoga teacher B.K.S Iyengar', [('eng', 1.0)])"
176940,"('وفاة القرضاوي', ""Al-Qaradawi's death"", [('ara', 1.0)])","[(1618929060.0, 'https://factual.afp.com/ar/QaradawiCovid4-21#e1ac6fc5fd8a3052ea792a42a9e76c37'), (1618929060.0, 'https://factuel.afp.com/ar/QaradawiCovid4-21#e1ac6fc5fd8a3052ea792a42a9e76c37')]","('الخبر المتداول منذ منتصف نيسان/أبريل الجاري عن وفاة الشيخ يوسف القرضاوي غير صحيح', 'The news circulating since mid-April about the death of Sheikh Yusuf al-Qaradawi is incorrect', [('ara', 1.0)])"
86483,"('Manifestación contra la cumbre de la OTAN y contra la guerra en Ucrania', 'Demonstration against the NATO summit and against the war in Ukraine', [('spa', 1.0)])","[(1657903800.0, 'https://factual.afp.com/doc.afp.com.32EG97Z#1af8c92ba12e96ee9caa3c321f8d5e1a')]","('Esta protesta en Italia no era por la cumbre de la OTAN en 2022, sino por el pase sanitario en 2021', 'This protest in Italy was not for the NATO summit in 2022, but for the health pass in 2021', [('spa', 1.0)])"
84601,"('Los vacunados ""con terapia génica experiemental"" mueren, se contagian y tienen efectos adversos igual que los no vacunados', 'Those vaccinated ""with experimental gene therapy"" die, get infected and have adverse effects just like those who are not vaccinated', [('spa', 1.0)])","[(1634246220.0, 'https://factual.afp.com/http%253A%252F%252Fdoc.afp.com%252F9PP6NZ-1#5ded8107f04d2156528a6010cb603951')]","('Terapia génica y efectos adversos: afirmaciones falsas y engañosas de un viral sobre vacunas', 'Gene Therapy and Adverse Effects: False and Misleading Claims by a Virus on Vaccines', [('spa', 1.0)])"
166740,"('تحركت الجبال في منغوليا ليس زلزالا ولا بركانا وإنما تأكيدا لقوله تعالى يوم تسير الجبال سيرًا وهذه من علامات الساعه', 'The mountains moved in Mongolia, not by an earthquake or a volcano, but rather a confirmation of the Almighty’s saying, “On the Day the mountains will move on foot, this is one of the signs of the Hour.”', [('ara', 1.0)])","[(1620742860.0, 'https://factuel.afp.com/ar/Mudslides-Italy-2010#20a187705083df9d23f5587b9ff62f68')]","('هذا الفيديو ليس لجبالٍ تتحرّك في منغوليا بل لانهيارٍ طينيّ طبيعيّ في إيطاليا', 'This video is not for mountains moving in Mongolia but for a natural mudslide in Italy', [('ara', 1.0)])"
77131,"('Kantor Bupati Jayawijaya dibakar pada tahun 2020', ""Jayawijaya Regent's office burned down in 2020"", [('msa', 1.0)])","[(1601639880.0, 'https://periksafakta.afp.com/foto-ini-menunjukkan-kantor-bupati-jayawijaya-yang-dibakar-saat-demo-tahun-2019#7d46cd81406ebe5bbfca15698be1e1ea')]","('Foto ini menunjukkan Kantor Bupati Jayawijaya yang dibakar saat demo tahun 2019', ""This photo shows the Jayawijaya Regent's Office which was burned during the 2019 demonstration"", [('msa', 1.0)])"
44519,"('Desinfectar los alimentos con cloro es peligroso COVID-19 coronavirus', 'Disinfecting food with chlorine is dangerous COVID-19 coronavirus', [('spa', 1.0)])","[(1590797160.0, 'https://factual.afp.com/no-es-peligroso-para-la-salud-consumir-alimentos-desinfectados-con-la-dosis-correcta-de-cloro#d3c149c08f526e61ea9222d839428e1b')]","('No es peligroso para la salud consumir alimentos desinfectados con la dosis correcta de cloro diluido en agua', 'It is not dangerous for health to consume food disinfected with the correct dose of chlorine diluted in water', [('spa', 1.0)])"
28295,"('Avicultores e suínocultores são atacados na Argentina pela população faminta', 'Poultry and swine farmers are attacked in Argentina by the hungry population', [('por', 1.0)])","[(1621456560.0, 'https://checamos.afp.com/saques-de-aves-e-porcos-nao-foram-gravados-na-argentina-mas-durante-protestos-na-colombia#2ef671dc82ed022d03fe00dd693d4833')]","('Saques de aves e porcos não foram gravados na Argentina, mas durante protestos na Colômbia', 'Poultry and pig looting were not recorded in Argentina, but during protests in Colombia', [('por', 1.0)])"
107301,"('Polonia, Suecia y Noruega están presentando una demanda contra la OMS por rociar un producto químico que causa neumonitis química', 'Poland, Sweden and Norway are suing the WHO for spraying a chemical that causes chemical pneumonitis', [('spa', 1.0)])","[(1644351360.0, 'https://factual.afp.com/doc.afp.com.9YV8W8#942a515b93984a6c337fe23ec8dae324')]","('Polonia, Suecia y Noruega no demandaron a la OMS por rociar químicos desde aviones', 'Poland, Sweden and Norway did not sue the WHO for spraying chemicals from planes', [('spa', 1.0)])"
113605,"('Retiran la estatua de Néstor Kirchner de la Unasur por ser ""símbolo de la corrupción""', 'They remove the statue of Néstor Kirchner from Unasur for being ""a symbol of corruption""', [('spa', 1.0)])","[(1570741680.0, 'https://factual.afp.com/el-monumento-nestor-kirchner-si-fue-removido-pero-es-parte-de-la-decision-de-ecuador-de-recuperar-el#20af8bb3f2e9032f4f3966baa4afcfc4')]","('El monumento a Néstor Kirchner sí fue removido, pero es parte de la decisión de Ecuador de recuperar el edificio de Unasur', ""The monument to Néstor Kirchner was removed, but it is part of Ecuador's decision to recover the Unasur building"", [('spa', 1.0)])"
105448,"('Photos of Typhoon Hagibis in Japan in 2019', 'Photos of Typhoon Hagibis in Japan in 2019', [('eng', 1.0)])","[(1571133480.0, 'https://factcheck.afp.com/no-these-photos-show-storm-clouds-us-and-typhoon-hit-japan-2018#63e9504313fa452aca4df74d06a5b290')]","('No, these photos show storm clouds in the US and a typhoon that hit Japan in 2018', 'No, these photos show storm clouds in the US and a typhoon that hit Japan in 2018', [('eng', 1.0)])"
99954,"('Pakistani opposition politician meets women’s march organizers in 2021', 'Pakistani opposition politician meets women’s march organizers in 2021', [('eng', 1.0)])","[(1616738340.0, 'https://factcheck.afp.com/image-shows-bilawal-bhutto-zardari-meeting-womens-march-organisers-2019-not-2021#2405f02f8d1127eacf516f26805a5893')]","('This image shows Bilawal Bhutto Zardari meeting women’s march organisers in 2019, not in 2021', 'This image shows Bilawal Bhutto Zardari meeting women’s march organisers in 2019, not in 2021', [('eng', 1.0)])"
140152,"('Vice President Mike Pence unfollowed the president and changed his Twitter banner to an image of Joe Biden and Kamala Harris', 'Vice President Mike Pence unfollowed the president and changed his Twitter banner to an image of Joe Biden and Kamala Harris', [('eng', 1.0)])","[(1610067060.0, 'https://factcheck.afp.com/pence-still-follows-trump-twitter#3d88f3ad28f163931d73f79a4b38e813')]","('Pence still follows Trump on Twitter', 'Pence still follows Trump on Twitter', [('eng', 1.0)])"
87248,"('María Jesús Montero, sobre el precio de la gasolina: ""Al que le parezca que está cara, quizá se debería plantear comprarse un coche eléctrico.""', 'María Jesús Montero, on the price of gasoline: ""To those who think it is expensive, perhaps they should consider buying an electric car.""', [('spa', 1.0)])","[(1646438340.0, 'https://maldita.es/malditobulo/20220305/montero-precio-gasolina-coche-electrico/#558535bf9ada4c4fb01bec57228560d2')]","('No, María Jesús Montero no ha afirmado que al que le parezca cara la gasolina se ""debería plantear comprarse un coche eléctrico"" · Maldita.es', 'No, María Jesús Montero has not stated that anyone who finds gasoline expensive ""should consider buying an electric car"" · Maldita.es', [('spa', 1.0)])"
64025,"('Gubernur Muslim pertama di Amerika Serikat', 'The first Muslim governor in the United States', [('msa', 1.0)])","[(1573714560.0, 'https://periksafakta.afp.com/video-ini-menunjukkan-abdul-el-sayed-sedang-berkampanye-sebagai-salah-satu-kandidat-pilgub-michigan#9cf6937b05ca10e8564b857ffa1cb2d8')]","('Video ini menunjukkan Abdul El-Sayed sedang berkampanye sebagai salah satu kandidat pilgub Michigan 2018, tetapi politisi muslim itu kalah di pemilihan pendahuluan', 'This video shows Abdul El-Sayed campaigning as one of the candidates for the 2018 Michigan gubernatorial election, but the Muslim politician lost the primaries.', [('msa', 1.0)])"
80534,"('La explosión y el incendio en una calle en Haití', 'The explosion and the fire in a street in Haiti', [('spa', 1.0)])","[(1630358580.0, 'https://factual.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LQ9BA-1#94d96b74c5256ccc03a8dfebc56e2886')]","('El video de una calle comercial en llamas muestra una explosión en Liberia, no en Haití', 'Video of commercial street on fire shows explosion in Liberia, not Haiti', [('spa', 1.0)])"
118281,"('Screenshot shows a recently proposed amendment to a Kentucky abortion bill', 'Screenshot shows a recently proposed amendment to a Kentucky abortion bill', [('eng', 1.0)])","[(1656543600.0, 'https://factcheck.afp.com/doc.afp.com.32DG8NG#7386dd8178547800051ad57a72710fdb')]","('Posts misrepresent 2019 amendment to Kentucky anti-abortion law', 'Posts misrepresent 2019 amendment to Kentucky anti-abortion law', [('eng', 1.0)])"
104075,"('Photo shows a lightning phenomenon in Venezuela', 'Photo shows a lightning phenomenon in Venezuela', [('eng', 1.0)])","[(1608719340.0, 'https://factcheck.afp.com/photo-was-taken-icaria-island-greece-not-venezuela#fdfce9e15f4d6cfa634e88cc11297673')]","('This photo was taken on Icaria Island in Greece, not Venezuela', 'This photo was taken on Icaria Island in Greece, not Venezuela', [('eng', 1.0)])"
138988,"('V ostravském domově seniorů Sluníčko zemřelo 69 lidí po vakcíně', '69 people died after the vaccine in the Sluníčko nursing home in Ostrava', [('ces', 1.0)])","[(1612358940.0, 'https://napravoumiru.afp.com/v-ostravskem-domove-duchodcu-nezemrelo-69-lidi-po-ockovani#7d05f350a4395c4cf697c9ce1e735e58')]","('V ostravském domově důchodců nezemřelo 69 lidí po očkování', 'In the Ostrava retirement home, 69 people did not die after vaccination', [('ces', 1.0)])"
97189,"('Obama, Fauci y Melinda Gates visitaron en 2015 el laboratorio de Wuhan en que se ""fabricó"" el nuevo coronavirus', 'Obama, Fauci and Melinda Gates visited the Wuhan laboratory in 2015 where the new coronavirus was ""manufactured""', [('spa', 1.0)])","[(1594766700.0, 'https://factual.afp.com/la-visita-de-obama-y-fauci-fue-un-laboratorio-en-eeuu-no-en-wuhan-y-la-foto-no-muestra-melinda-gates#2faff913fedca0b5fa4c8e484b260d9f')]","('La visita de Obama y Fauci fue a un laboratorio en EEUU, no en Wuhan, y la foto no muestra a Melinda Gates', 'The visit of Obama and Fauci was to a laboratory in the US, not in Wuhan, and the photo does not show Melinda Gates', [('spa', 1.0)])"
86409,"(""Man's fall is linked to defacing of monuments"", ""Man's fall is linked to defacing of monuments"", [('eng', 1.0)])","[(1594845480.0, 'https://factcheck.afp.com/falling-man-video-was-not-trying-deface-famed-french-monument#0b97c86c70c9d8684d599c726660f585')]","('Falling man in video was not trying to ‘deface’ famed French monument', 'Falling man in video was not trying to ‘deface’ famed French monument', [('eng', 1.0)])"
82496,"(""Le coronavirus est l'équivalent d'une grosse grippe"", 'The coronavirus is the equivalent of a big flu', [('fra', 1.0)])","[(1583954640.0, 'https://factuel.afp.com/coronavirus-et-grippe-ce-nest-pas-la-meme-chose#edcdc14dd579a71735ad110f874df457')]","(""Coronavirus et grippe, ce n'est pas la même chose"", 'Coronavirus and flu are not the same thing', [('fra', 1.0)])"
104208,"('Photo shows dead COVID-19 victims', 'Photo shows dead COVID-19 victims', [('eng', 1.0)])","[(1587120480.0, 'https://factcheck.afp.com/photo-actually-shows-victims-2004-boxing-day-tsunami-thailand#8a7491d79b8d7a92a594d87e8c9bb96e')]","('This photo actually shows victims of the 2004 Boxing Day tsunami in Thailand', 'This photo actually shows victims of the 2004 Boxing Day tsunami in Thailand', [('eng', 1.0)])"
45650,"('Dieses Bild zeigt deutsche Ministerpräsidenten nach Verkündung des Lockdowns', 'This picture shows German prime ministers after the lockdown was announced', [('deu', 1.0)])","[(1607944740.0, 'https://faktencheck.afp.com/nein-dieses-bild-zeigt-deutsche-ministerpraesidenten-nicht-nach-der-ankuendigung-des-lockdowns#d1456d7988750c15a03b348de486407a')]","('Nein, dieses Bild zeigt deutsche Ministerpräsidenten nicht nach der Ankündigung des Lockdowns', 'No, this picture does not show German Prime Ministers after the lockdown announcement', [('deu', 1.0)])"
105568,"(""Photos show Communist party of India (Marxits) protest against Yogi Aditynath's government in Lucknow in northern India"", ""Photos show Communist party of India (Marxits) protest against Yogi Aditynath's government in Lucknow in northern India"", [('eng', 1.0)])","[(1569324480.0, 'https://factcheck.afp.com/these-photos-actually-show-pro-democracy-demonstrations-hong-kong-2019#d396667be2e1a45aa5c2a5fa9a97f384')]","('These photos actually show pro-democracy demonstrations in Hong Kong in 2019', 'These photos actually show pro-democracy demonstrations in Hong Kong in 2019', [('eng', 1.0)])"
153628,"('environmentalists hypocritical over stance on lithium, fracking', 'environmentalists hypocritical over stance on lithium, fracking', [('eng', 1.0)])","[(1604023020.0, 'https://factcheck.afp.com/misleading-photo-used-denounce-environmentalists-opposition-fracking#0e1bb976361b797609685181917d4db2')]","('Misleading photo used to denounce environmentalists’ opposition to fracking', 'Misleading photo used to denounce environmentalists’ opposition to fracking', [('eng', 1.0)])"
53838,"('Esta foto muestra a Evo Morales junto a Misael Nállar', 'This photo shows Evo Morales with Misael Nállar', [('spa', 1.0)])","[(1656110520.0, 'https://factual.afp.com/doc.afp.com.32D77YN#b69c6293ac003e426dc790a2ebb4ba35')]","('Imagen donde se ve a Evo Morales junto a presunto asesino de tres personas en Bolivia es un montaje', 'Image where Evo Morales is seen next to the alleged murderer of three people in Bolivia is a montage', [('spa', 1.0)])"
26229,"('Ar-condicionado dos carros expõe os passageiros a altas quantidades de benzeno e pode causar câncer', 'Car air conditioning exposes passengers to high amounts of benzene and can cause cancer', [('por', 1.0)])","[(1654806120.0, 'https://checamos.afp.com/doc.afp.com.32C83EA#973f3feb96dbdc7629d04f634a464abe')]","('O ar-condicionado de carros não expõe passageiros a altas concentrações de benzeno nem causa câncer', 'Car air conditioning does not expose passengers to high concentrations of benzene or cause cancer.', [('por', 1.0)])"
41146,"(""Covid-19 vaccine alters people's DNA"", ""Covid-19 vaccine alters people's DNA"", [('eng', 1.0)])","[(1628617140.0, 'https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9KW9NP-1#f726b6f3effc90e447bac9d5aef87633')]","('Popular Nigerian pastor falsely claims Covid-19 vaccines alter DNA', 'Popular Nigerian pastor falsely claims Covid-19 vaccines alter DNA', [('eng', 1.0)])"
157967,"('Είναι ύποπτο που τα εμβόλια κατά της Covid-19 δεν έχουν φύλλο οδηγιών', 'It is suspicious that the Covid-19 vaccines do not have an instruction sheet', [('ell', 1.0)])","[(1632931140.0, 'https://factcheckgreek.afp.com/http%253A%252F%252Fdoc.afp.com%252F9NR3KA-1#ca46d5f1874bd8ce717f5f0d5b50d612')]","('Τα κενά φύλλα οδηγιών των εμβολίων κατά της Covid-19 δεν είναι κάτι ασυνήθιστο σε επείγουσες καταστάσεις', 'Blank Covid-19 vaccine leaflets are not uncommon in emergency situations', [('ell', 1.0)])"
90603,"('Mujeres en bikini haciendo campaña por el candidato presidencial ecuatoriano Guillermo Lasso', 'Women in bikinis campaigning for Ecuadorian presidential candidate Guillermo Lasso', [('spa', 1.0)])","[(1612394100.0, 'https://factual.afp.com/la-foto-de-mujeres-en-bikini-no-es-de-la-campana-del-ecuatoriano-guillermo-lasso-sino-de-colombia#1dfd6d46a9acf1cb8bcfcc7bc849b632')]","('La foto de mujeres en bikini no es de la campaña del ecuatoriano Guillermo Lasso, sino de Colombia', 'The photo of women in bikinis is not from the campaign of Ecuadorian Guillermo Lasso, but from Colombia', [('spa', 1.0)])"
10132,"('4. júna 2021 sa americká armáda pokúsila o okupáciu Slovenska', 'On June 4, 2021, the American army attempted to occupy Slovakia', [('slk', 1.0)])","[(1624466100.0, 'https://fakty.afp.com/http%253A%252F%252Fdoc.afp.com%252F9CX7B3-1#5e22f61ba97bca20a02299efa1c53015')]","('Tento obrázok je fotomontáž napodobňujúca slávnu fotografiu z invázie ČSSR v roku 1968', 'This image is a photomontage imitating the famous photo from the invasion of Czechoslovakia in 1968', [('slk', 1.0)])"
77463,"('Keanu Reeves criticou um mundo onde ""homens vestem suas mulheres como objetos""', 'Keanu Reeves Criticized A World Where ""Men Dress Their Women As Objects""', [('por', 1.0)])","[(1607357700.0, 'https://checamos.afp.com/nao-ha-provas-de-que-keanu-reeves-tenha-criticado-homens-que-vestem-suas-mulheres-como-objetos#d9fd9908fda822ded3291063993cba96')]","('Não há provas de que Keanu Reeves tenha criticado homens que “vestem suas mulheres como objetos”', 'There is no evidence that Keanu Reeves criticized men who ""dress their women like objects""', [('por', 1.0)])"
25022,"('Anak-anak dibekukan dan organnya dijual', 'Children frozen and their organs sold', [('msa', 1.0)])","[(1574657640.0, 'https://periksafakta.afp.com/video-ini-menunjukkan-dua-insiden-yang-tidak-berkaitan-di-klip-pertama-beberapa-pria-dipukuli-orang#9640bd059957df0a972c651f445d99ec')]","('Video ini menunjukkan dua insiden yang tidak berkaitan: di klip pertama, beberapa pria dipukuli orang; di klip kedua, seorang anak yang dibawa untuk dimakamkan', 'This video shows two unrelated incidents: in the first clip, several men are beaten up; in the second clip, a child is brought for burial', [('msa', 1.0)])"
71065,"('In Taiwan sterben mehr Menschen an der Corona-Impfung als an Covid-19', 'In Taiwan, more people die from the corona vaccination than from Covid-19', [('deu', 1.0)])","[(1635851760.0, 'https://faktencheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9QU844-1#3985b94dfad2b9d5bb50e41beb2413a2')]","('Diese Daten der Gesundheitsbehörden in Taiwan belegen keine Todesfälle durch Corona-Impfungen', 'This data from the health authorities in Taiwan does not show any deaths from corona vaccinations', [('deu', 1.0)])"
105476,"('Photos of church built from bones of murdered Muslims in Spain', 'Photos of church built from bones of murdered Muslims in Spain', [('eng', 1.0)])","[(1583307840.0, 'https://factcheck.afp.com/these-pictures-show-church-buildings-austria-czech-republic-and-portugal-decorated-bones-devotees#1763860a5ee088245aac01be3c1f3ef6')]","('These pictures show church buildings in Austria, Czech Republic and Portugal decorated with the bones of devotees', 'These pictures show church buildings in Austria, Czech Republic and Portugal decorated with the bones of devotees', [('eng', 1.0)])"
17563,"('A post claims influenza has been eradicated and seems to suggest this is suspicious.', 'A post claims influenza has been eradicated and seems to suggest this is suspicious.', [('eng', 1.0)])","[(1611705540.0, 'https://fullfact.org/online/flu-not-eradicated/#48edf1815936382beab366ff9a95c702')]","('Flu deaths aren’t being miscategorised as Covid-19 deaths', 'Flu deaths aren’t being miscategorised as Covid-19 deaths', [('eng', 1.0)])"
52866,"('Encuesta da 71% de las preferencias a Pedro Castillo en balotaje en Perú', 'Survey gives 71% of the preferences to Pedro Castillo in the ballot in Peru', [('spa', 1.0)])","[(1619624280.0, 'https://factual.afp.com/candidato-presidencial-peruano-pedro-castillo-no-obtuvo-un-71-de-apoyo-en-un-sondeo#ee37ccf5810bece76654b516686102e6')]","('Candidato presidencial peruano Pedro Castillo no obtuvo un 71% de apoyo en un sondeo', 'Peruvian presidential candidate Pedro Castillo did not obtain 71% support in a poll', [('spa', 1.0)])"
